From Date,To Date,PM2.5,PM10,NO2,SO2,CO,Temp
08-01-2020 00:00,09-01-2020 00:00,59.56,99.27,27.15,67.26,1.59,45.58
09-01-2020 00:00,10-01-2020 00:00,80.04,133.4,25.13,71.95,1.71,45.33
10-01-2020 00:00,11-01-2020 00:00,75.73,126.22,23.96,69.71,1.66,50.97
11-01-2020 00:00,12-01-2020 00:00,106.34,177.23,23.25,62.79,1.8,45.48
12-01-2020 00:00,13-01-2020 00:00,100.04,166.74,21.72,60.33,1.79,40.21
13-01-2020 00:00,14-01-2020 00:00,74.89,124.81,19.9,57.91,1.54,41.14
14-01-2020 00:00,15-01-2020 00:00,59.07,98.45,16.45,60.26,0.47,41.35
15-01-2020 00:00,16-01-2020 00:00,73.18,121.97,13.46,60.69,1.13,43.23
16-01-2020 00:00,17-01-2020 00:00,51.78,86.31,16.78,65.22,1.68,40.32
17-01-2020 00:00,18-01-2020 00:00,73.02,121.7,22.42,75.99,1.8,33.3
18-01-2020 00:00,19-01-2020 00:00,95.83,159.71,25.48,73.72,1.94,36.7
19-01-2020 00:00,20-01-2020 00:00,95.46,159.1,27.15,69.38,1.89,41.7
20-01-2020 00:00,21-01-2020 00:00,85.33,142.22,27.14,69.35,1.86,41.26
21-01-2020 00:00,22-01-2020 00:00,74.16,123.6,24.54,73.93,1.78,41.11
22-01-2020 00:00,23-01-2020 00:00,76.71,127.84,19.01,71.1,1.87,38.98
23-01-2020 00:00,24-01-2020 00:00,82.28,137.14,16.14,62.83,2.06,38.31
24-01-2020 00:00,25-01-2020 00:00,97.61,162.69,16.15,58.41,1.56,37.7
25-01-2020 00:00,26-01-2020 00:00,100.11,166.86,13.69,64.43,0.62,35.5
26-01-2020 00:00,27-01-2020 00:00,91.85,153.09,13.87,75.4,0.6,36.23
27-01-2020 00:00,28-01-2020 00:00,65.45,109.09,15.35,70.38,0.49,35.06
28-01-2020 00:00,29-01-2020 00:00,57.08,95.13,19.01,67.66,0.46,45.39
29-01-2020 00:00,30-01-2020 00:00,42.45,70.75,16.96,62.4,0.58,41.65
30-01-2020 00:00,31-01-2020 00:00,63.19,105.32,18.53,68.03,1.68,35.83
31-01-2020 00:00,01-02-2020 00:00,68.57,114.28,33.91,75.4,1.93,36.26
01-02-2020 00:00,02-02-2020 00:00,79.58,132.63,25.2,87.54,1.61,38.39
02-02-2020 00:00,03-02-2020 00:00,66.51,110.86,21.06,73.16,1.51,37.49
03-02-2020 00:00,04-02-2020 00:00,55.25,92.09,17.5,60.78,1.44,34.26
04-02-2020 00:00,05-02-2020 00:00,58.28,97.14,18.46,64.11,1.63,38.57
05-02-2020 00:00,06-02-2020 00:00,68.15,113.58,21.58,74.96,1.64,36.04
06-02-2020 00:00,07-02-2020 00:00,56.84,94.73,18.0,62.52,1.59,34.86
07-02-2020 00:00,08-02-2020 00:00,48.42,80.71,15.33,53.27,1.56,29.67
08-02-2020 00:00,09-02-2020 00:00,57.74,96.24,18.28,63.51,1.47,43.83
09-02-2020 00:00,10-02-2020 00:00,51.14,85.24,16.2,56.26,1.42,
10-02-2020 00:00,11-02-2020 00:00,43.05,71.75,13.63,47.29,1.49,42.61
11-02-2020 00:00,12-02-2020 00:00,49.59,82.66,15.71,54.52,1.55,45.2
12-02-2020 00:00,13-02-2020 00:00,53.82,89.7,17.04,59.19,1.75,39.7
13-02-2020 00:00,14-02-2020 00:00,64.49,107.48,20.42,70.9,1.9,42.4
14-02-2020 00:00,15-02-2020 00:00,71.57,119.29,22.66,78.69,1.99,35.51
15-02-2020 00:00,16-02-2020 00:00,63.45,105.74,34.76,69.79,1.79,34.84
16-02-2020 00:00,17-02-2020 00:00,47.9,79.84,15.17,52.69,1.81,34.31
17-02-2020 00:00,18-02-2020 00:00,79.93,133.22,99.0,68.44,2.17,33.73
18-02-2020 00:00,19-02-2020 00:00,85.64,142.73,27.12,94.2,2.07,32.86
19-02-2020 00:00,20-02-2020 00:00,69.21,115.35,21.92,66.62,1.83,33.9
20-02-2020 00:00,21-02-2020 00:00,72.61,121.02,22.99,64.14,1.76,37.38
21-02-2020 00:00,22-02-2020 00:00,67.0,111.67,21.22,59.19,1.74,36.77
22-02-2020 00:00,23-02-2020 00:00,73.7,122.84,23.34,65.1,1.78,33.9
23-02-2020 00:00,24-02-2020 00:00,62.37,103.95,19.75,55.09,1.95,34.15
24-02-2020 00:00,25-02-2020 00:00,76.09,126.81,24.09,67.21,1.83,36.75
25-02-2020 00:00,26-02-2020 00:00,60.82,101.36,34.06,53.72,1.85,30.38
26-02-2020 00:00,27-02-2020 00:00,72.63,121.06,23.0,58.75,2.07,27.88
27-02-2020 00:00,28-02-2020 00:00,83.58,139.31,26.47,73.83,2.29,33.19
28-02-2020 00:00,29-02-2020 00:00,68.55,114.26,21.71,60.56,2.0,34.11
29-02-2020 00:00,01-03-2020 00:00,59.4,99.0,18.81,52.47,1.78,33.75
01-03-2020 00:00,02-03-2020 00:00,50.4,83.99,15.96,44.52,1.77,37.62
02-03-2020 00:00,03-03-2020 00:00,58.22,97.04,18.44,51.43,1.84,37.14
03-03-2020 00:00,04-03-2020 00:00,60.82,101.36,19.26,53.72,1.68,35.14
04-03-2020 00:00,05-03-2020 00:00,50.85,84.76,16.1,44.92,1.57,36.95
05-03-2020 00:00,06-03-2020 00:00,58.34,97.23,18.47,51.53,1.65,30.25
06-03-2020 00:00,07-03-2020 00:00,54.25,90.42,17.18,47.92,1.59,36.29
07-03-2020 00:00,08-03-2020 00:00,46.94,78.24,14.87,41.47,1.6,34.43
08-03-2020 00:00,09-03-2020 00:00,51.93,86.55,16.45,45.87,1.64,33.96
09-03-2020 00:00,10-03-2020 00:00,46.88,78.13,14.84,41.41,1.65,30.06
10-03-2020 00:00,11-03-2020 00:00,50.08,83.46,15.86,44.23,1.78,45.45
11-03-2020 00:00,12-03-2020 00:00,35.93,59.88,11.38,31.74,1.64,38.13
12-03-2020 00:00,13-03-2020 00:00,36.44,60.74,11.54,32.19,1.7,41.6
13-03-2020 00:00,14-03-2020 00:00,42.16,70.26,13.35,37.24,1.75,31.53
14-03-2020 00:00,15-03-2020 00:00,65.67,109.45,20.8,58.01,2.0,27.21
15-03-2020 00:00,16-03-2020 00:00,69.32,115.54,21.95,61.23,2.3,33.68
16-03-2020 00:00,17-03-2020 00:00,63.2,105.33,20.01,55.82,2.15,33.47
17-03-2020 00:00,18-03-2020 00:00,49.74,82.9,15.75,43.94,1.97,33.91
18-03-2020 00:00,19-03-2020 00:00,46.09,76.82,14.6,40.7,1.94,34.33
19-03-2020 00:00,20-03-2020 00:00,35.45,59.09,11.23,31.32,1.8,25.24
20-03-2020 00:00,21-03-2020 00:00,41.02,68.37,12.99,36.24,1.65,26.34
21-03-2020 00:00,22-03-2020 00:00,34.09,56.81,10.79,30.11,1.66,28.78
22-03-2020 00:00,23-03-2020 00:00,32.29,53.82,10.23,28.52,1.64,28.67
23-03-2020 00:00,24-03-2020 00:00,29.65,48.58,10.17,28.38,1.43,34.86
24-03-2020 00:00,25-03-2020 00:00,28.62,45.79,10.87,30.33,1.21,35.64
25-03-2020 00:00,26-03-2020 00:00,19.23,30.77,7.31,20.39,1.11,38.92
26-03-2020 00:00,27-03-2020 00:00,15.47,24.76,5.88,16.4,1.24,39.12
27-03-2020 00:00,28-03-2020 00:00,60.36,32.31,22.94,21.4,1.2,42.14
28-03-2020 00:00,29-03-2020 00:00,21.5,34.4,8.17,22.79,1.29,37.36
29-03-2020 00:00,30-03-2020 00:00,15.92,25.48,6.05,16.88,1.24,41.9
30-03-2020 00:00,31-03-2020 00:00,19.07,30.52,7.25,20.22,1.22,31.84
31-03-2020 00:00,01-04-2020 00:00,18.42,29.47,7.0,19.52,1.09,36.48
01-04-2020 00:00,02-04-2020 00:00,19.51,31.21,7.41,20.68,1.01,29.44
02-04-2020 00:00,03-04-2020 00:00,18.48,29.57,7.02,19.59,1.01,30.15
03-04-2020 00:00,04-04-2020 00:00,64.59,39.32,24.54,26.05,0.99,30.59
04-04-2020 00:00,05-04-2020 00:00,25.74,41.18,9.78,27.28,0.99,32.24
05-04-2020 00:00,06-04-2020 00:00,24.02,38.43,9.13,25.46,1.0,33.29
06-04-2020 00:00,07-04-2020 00:00,20.59,32.94,7.82,21.82,1.0,36.25
07-04-2020 00:00,08-04-2020 00:00,20.27,32.44,7.7,21.49,1.0,28.11
08-04-2020 00:00,09-04-2020 00:00,69.88,39.91,26.55,26.38,0.95,34.29
09-04-2020 00:00,10-04-2020 00:00,65.31,39.95,24.82,26.44,0.96,34.05
10-04-2020 00:00,11-04-2020 00:00,29.67,47.48,11.28,31.45,0.98,34.38
11-04-2020 00:00,12-04-2020 00:00,27.7,44.32,10.53,29.36,1.02,34.86
12-04-2020 00:00,13-04-2020 00:00,24.9,39.83,9.46,26.39,1.01,34.11
13-04-2020 00:00,14-04-2020 00:00,32.32,51.71,12.28,34.26,1.0,33.84
14-04-2020 00:00,15-04-2020 00:00,27.25,43.6,10.36,28.89,1.02,31.85
15-04-2020 00:00,16-04-2020 00:00,65.38,38.93,24.85,25.79,1.02,37.98
16-04-2020 00:00,17-04-2020 00:00,23.48,37.57,8.92,24.89,0.99,31.42
17-04-2020 00:00,18-04-2020 00:00,20.99,33.58,7.98,22.25,0.95,32.3
18-04-2020 00:00,19-04-2020 00:00,21.27,34.03,8.08,22.55,0.99,32.05
19-04-2020 00:00,20-04-2020 00:00,20.61,32.98,7.83,21.85,1.0,31.18
20-04-2020 00:00,21-04-2020 00:00,18.06,28.89,6.86,19.14,1.04,32.08
21-04-2020 00:00,22-04-2020 00:00,20.72,33.15,7.87,21.97,1.0,29.83
22-04-2020 00:00,23-04-2020 00:00,20.67,33.07,7.86,21.91,1.02,34.01
23-04-2020 00:00,24-04-2020 00:00,22.57,36.11,8.58,23.92,1.01,31.84
24-04-2020 00:00,25-04-2020 00:00,16.66,26.66,6.33,17.66,1.02,33.28
25-04-2020 00:00,26-04-2020 00:00,58.9,28.45,22.38,18.84,1.0,34.13
26-04-2020 00:00,27-04-2020 00:00,60.87,33.13,23.13,21.95,1.0,30.42
27-04-2020 00:00,28-04-2020 00:00,19.6,31.37,7.45,20.78,1.01,34.76
28-04-2020 00:00,29-04-2020 00:00,27.03,43.25,10.27,28.65,1.02,28.56
29-04-2020 00:00,30-04-2020 00:00,22.55,35.92,8.57,23.79,1.0,31.98
30-04-2020 00:00,01-05-2020 00:00,20.33,32.53,7.73,21.55,1.0,35.38
01-05-2020 00:00,02-05-2020 00:00,19.64,31.42,7.46,20.82,1.05,39.81
02-05-2020 00:00,03-05-2020 00:00,22.49,35.99,8.55,23.84,1.0,31.49
03-05-2020 00:00,04-05-2020 00:00,20.29,32.46,7.71,21.51,1.0,32.5
04-05-2020 00:00,05-05-2020 00:00,15.72,25.16,5.98,16.67,0.97,31.0
05-05-2020 00:00,06-05-2020 00:00,11.67,18.67,4.43,12.37,1.0,34.63
06-05-2020 00:00,07-05-2020 00:00,11.5,18.4,4.37,12.19,0.97,26.46
07-05-2020 00:00,08-05-2020 00:00,507.12,18.4,192.71,12.17,0.96,28.89
08-05-2020 00:00,09-05-2020 00:00,431.35,42.33,163.91,28.04,0.98,31.78
09-05-2020 00:00,10-05-2020 00:00,25.35,40.57,9.63,26.88,1.0,32.63
10-05-2020 00:00,11-05-2020 00:00,22.81,36.5,8.67,24.18,1.03,30.05
11-05-2020 00:00,12-05-2020 00:00,22.18,35.48,8.43,23.51,1.01,43.79
12-05-2020 00:00,13-05-2020 00:00,21.13,33.81,8.03,22.4,1.03,26.21
13-05-2020 00:00,14-05-2020 00:00,24.04,38.46,9.13,25.48,1.02,40.34
14-05-2020 00:00,15-05-2020 00:00,18.26,29.21,6.94,19.35,1.06,39.94
15-05-2020 00:00,16-05-2020 00:00,58.39,29.07,22.19,19.24,1.06,45.91
16-05-2020 00:00,17-05-2020 00:00,24.98,39.96,9.49,26.47,1.08,43.88
17-05-2020 00:00,18-05-2020 00:00,23.84,38.15,9.06,25.27,1.01,31.13
18-05-2020 00:00,19-05-2020 00:00,27.86,44.57,10.59,29.53,1.04,39.55
19-05-2020 00:00,20-05-2020 00:00,62.47,34.6,23.74,22.92,1.04,42.13
20-05-2020 00:00,21-05-2020 00:00,59.21,30.38,22.5,20.12,1.05,36.25
21-05-2020 00:00,22-05-2020 00:00,19.62,31.39,7.46,20.78,1.09,34.16
22-05-2020 00:00,23-05-2020 00:00,100.5,32.55,38.19,21.55,1.07,38.68
23-05-2020 00:00,24-05-2020 00:00,22.67,36.28,8.62,24.03,1.1,34.73
24-05-2020 00:00,25-05-2020 00:00,24.94,39.91,9.48,26.44,1.11,33.38
25-05-2020 00:00,26-05-2020 00:00,26.83,42.93,10.2,28.44,1.17,33.47
26-05-2020 00:00,27-05-2020 00:00,27.31,43.7,10.38,28.95,1.12,38.15
27-05-2020 00:00,28-05-2020 00:00,25.59,40.94,9.72,27.12,1.12,34.05
28-05-2020 00:00,29-05-2020 00:00,104.09,38.79,39.55,25.68,1.1,38.76
29-05-2020 00:00,30-05-2020 00:00,61.69,31.92,23.44,21.1,1.07,39.86
30-05-2020 00:00,31-05-2020 00:00,17.69,28.31,6.72,18.75,1.13,39.94
31-05-2020 00:00,01-06-2020 00:00,14.4,23.04,5.47,15.26,1.14,42.04
01-06-2020 00:00,02-06-2020 00:00,9.16,14.66,3.48,9.71,1.22,57.27
02-06-2020 00:00,03-06-2020 00:00,8.0,12.79,3.04,8.48,1.21,55.56
03-06-2020 00:00,04-06-2020 00:00,3.39,5.43,1.29,3.6,1.2,
04-06-2020 00:00,05-06-2020 00:00,50.75,15.62,19.29,10.34,1.21,57.12
05-06-2020 00:00,06-06-2020 00:00,55.37,22.62,21.04,14.99,1.19,44.43
06-06-2020 00:00,07-06-2020 00:00,14.5,23.2,5.51,15.37,1.14,51.19
07-06-2020 00:00,08-06-2020 00:00,13.94,22.3,5.3,14.78,1.13,49.66
08-06-2020 00:00,09-06-2020 00:00,10.1,16.16,3.84,10.71,1.18,48.0
09-06-2020 00:00,10-06-2020 00:00,12.44,19.9,4.73,13.18,0.99,44.62
10-06-2020 00:00,11-06-2020 00:00,12.37,19.79,4.7,13.11,0.88,48.69
11-06-2020 00:00,12-06-2020 00:00,8.96,14.33,3.4,9.49,0.9,47.19
12-06-2020 00:00,13-06-2020 00:00,8.9,14.24,3.38,9.43,0.91,50.05
13-06-2020 00:00,14-06-2020 00:00,10.28,16.45,3.91,10.9,0.93,52.89
14-06-2020 00:00,15-06-2020 00:00,6.31,10.1,2.4,6.69,0.88,56.32
15-06-2020 00:00,16-06-2020 00:00,,,,,,
16-06-2020 00:00,17-06-2020 00:00,,,,,,
17-06-2020 00:00,18-06-2020 00:00,,,,,,
18-06-2020 00:00,19-06-2020 00:00,,,,,,
19-06-2020 00:00,20-06-2020 00:00,,,,,,
20-06-2020 00:00,21-06-2020 00:00,,,,,,
21-06-2020 00:00,22-06-2020 00:00,13.77,22.04,5.23,14.6,0.87,55.12
22-06-2020 00:00,23-06-2020 00:00,15.42,24.67,5.86,16.34,0.88,49.4
23-06-2020 00:00,24-06-2020 00:00,15.91,25.45,6.04,16.86,0.95,49.24
24-06-2020 00:00,25-06-2020 00:00,50.42,15.71,20.98,11.07,1.27,43.98
25-06-2020 00:00,26-06-2020 00:00,9.48,15.17,3.98,11.37,1.62,43.26
26-06-2020 00:00,27-06-2020 00:00,10.13,16.2,4.25,12.86,1.55,49.25
27-06-2020 00:00,28-06-2020 00:00,10.63,17.0,4.46,13.81,1.54,44.95
28-06-2020 00:00,29-06-2020 00:00,16.06,25.83,6.58,20.29,1.6,43.36
29-06-2020 00:00,30-06-2020 00:00,9.27,14.95,3.74,11.51,1.53,46.15
30-06-2020 00:00,01-07-2020 00:00,9.3,15.0,3.75,11.55,1.55,49.4
01-07-2020 00:00,02-07-2020 00:00,7.71,12.43,3.38,10.2,1.54,50.67
02-07-2020 00:00,03-07-2020 00:00,8.29,17.03,3.93,11.6,1.42,51.87
03-07-2020 00:00,04-07-2020 00:00,10.8,20.18,5.67,14.75,1.3,54.95
04-07-2020 00:00,05-07-2020 00:00,9.05,15.84,4.87,12.22,1.27,54.86
05-07-2020 00:00,06-07-2020 00:00,17.64,30.86,9.48,23.8,1.23,
06-07-2020 00:00,07-07-2020 00:00,16.96,29.68,9.12,22.89,1.18,57.51
07-07-2020 00:00,08-07-2020 00:00,12.51,21.9,6.91,17.65,1.21,56.9
08-07-2020 00:00,09-07-2020 00:00,11.8,20.65,6.64,17.11,1.31,58.18
09-07-2020 00:00,10-07-2020 00:00,16.12,28.22,8.55,22.75,1.33,55.8
10-07-2020 00:00,11-07-2020 00:00,20.2,35.34,10.1,27.77,1.32,56.51
11-07-2020 00:00,12-07-2020 00:00,22.5,39.37,11.25,30.93,1.15,51.03
12-07-2020 00:00,13-07-2020 00:00,14.86,26.01,7.43,20.44,1.14,54.49
13-07-2020 00:00,14-07-2020 00:00,12.67,22.16,6.33,17.42,1.09,52.05
14-07-2020 00:00,15-07-2020 00:00,8.13,14.22,4.06,11.17,1.06,56.58
15-07-2020 00:00,16-07-2020 00:00,5.22,9.14,2.61,7.18,1.12,59.59
16-07-2020 00:00,17-07-2020 00:00,6.79,11.88,3.39,9.33,1.12,57.14
17-07-2020 00:00,18-07-2020 00:00,10.03,17.49,5.11,14.05,1.06,55.49
18-07-2020 00:00,19-07-2020 00:00,11.06,19.12,5.87,16.12,1.06,55.98
19-07-2020 00:00,20-07-2020 00:00,20.52,35.46,10.89,29.89,1.16,52.96
20-07-2020 00:00,21-07-2020 00:00,17.14,29.63,9.1,24.97,1.04,50.72
21-07-2020 00:00,22-07-2020 00:00,22.25,38.45,11.81,32.41,1.1,48.95
22-07-2020 00:00,23-07-2020 00:00,12.75,22.04,6.77,18.58,1.1,48.27
23-07-2020 00:00,24-07-2020 00:00,4.65,8.04,2.47,6.78,1.01,51.36
24-07-2020 00:00,25-07-2020 00:00,4.34,7.5,2.3,6.32,0.97,58.87
25-07-2020 00:00,26-07-2020 00:00,13.01,22.49,6.91,18.95,0.97,45.62
26-07-2020 00:00,27-07-2020 00:00,7.97,13.78,4.23,11.62,0.99,48.3
27-07-2020 00:00,28-07-2020 00:00,5.45,9.41,2.89,7.93,0.95,53.71
28-07-2020 00:00,29-07-2020 00:00,6.7,11.58,3.56,9.76,1.01,55.15
29-07-2020 00:00,30-07-2020 00:00,14.19,24.53,7.53,20.68,1.07,52.86
30-07-2020 00:00,31-07-2020 00:00,9.1,15.73,4.83,13.26,1.03,50.65
31-07-2020 00:00,01-08-2020 00:00,8.02,13.86,4.26,11.69,1.01,45.25
01-08-2020 00:00,02-08-2020 00:00,7.91,13.67,4.2,11.52,1.03,47.44
02-08-2020 00:00,03-08-2020 00:00,11.04,19.08,5.86,16.08,0.97,47.81
03-08-2020 00:00,04-08-2020 00:00,4.88,8.44,2.59,7.11,0.93,56.44
04-08-2020 00:00,05-08-2020 00:00,4.2,7.27,2.23,6.12,0.97,
05-08-2020 00:00,06-08-2020 00:00,5.58,9.65,2.96,8.13,0.93,
06-08-2020 00:00,07-08-2020 00:00,5.9,10.2,3.13,8.6,0.92,
07-08-2020 00:00,08-08-2020 00:00,10.03,17.33,5.32,14.61,0.96,58.1
08-08-2020 00:00,09-08-2020 00:00,11.79,20.38,6.26,17.17,0.98,55.98
09-08-2020 00:00,10-08-2020 00:00,16.29,28.15,8.65,23.73,0.92,56.75
10-08-2020 00:00,11-08-2020 00:00,16.23,28.05,8.61,23.64,0.89,58.95
11-08-2020 00:00,12-08-2020 00:00,10.81,18.69,5.74,15.75,0.93,59.62
12-08-2020 00:00,13-08-2020 00:00,9.42,16.27,5.0,13.72,0.98,
13-08-2020 00:00,14-08-2020 00:00,7.02,12.13,3.73,10.23,0.98,
14-08-2020 00:00,15-08-2020 00:00,8.23,14.22,4.37,11.98,0.98,
15-08-2020 00:00,16-08-2020 00:00,6.58,11.38,3.49,9.59,1.02,
16-08-2020 00:00,17-08-2020 00:00,10.74,18.56,5.7,15.65,0.96,
17-08-2020 00:00,18-08-2020 00:00,7.12,11.91,3.66,10.04,0.99,
18-08-2020 00:00,19-08-2020 00:00,6.84,11.26,3.46,9.49,1.04,59.59
19-08-2020 00:00,20-08-2020 00:00,8.84,14.56,4.47,12.26,1.02,58.74
20-08-2020 00:00,21-08-2020 00:00,9.17,15.11,4.64,12.72,1.07,58.84
21-08-2020 00:00,22-08-2020 00:00,7.8,12.96,3.98,11.16,1.04,
22-08-2020 00:00,23-08-2020 00:00,8.09,13.67,3.85,10.88,0.98,58.62
23-08-2020 00:00,24-08-2020 00:00,12.74,21.66,5.86,16.57,0.92,56.41
24-08-2020 00:00,25-08-2020 00:00,10.57,17.97,5.13,14.42,1.04,58.77
25-08-2020 00:00,26-08-2020 00:00,12.63,21.47,6.32,17.68,1.14,51.68
26-08-2020 00:00,27-08-2020 00:00,13.84,23.53,7.49,19.38,1.07,55.91
27-08-2020 00:00,28-08-2020 00:00,14.66,24.93,8.36,20.53,1.09,55.21
28-08-2020 00:00,29-08-2020 00:00,8.29,14.09,4.72,11.6,1.09,54.91
29-08-2020 00:00,30-08-2020 00:00,8.28,14.08,4.72,11.6,1.12,
30-08-2020 00:00,31-08-2020 00:00,11.43,19.43,6.51,16.0,1.14,58.58
31-08-2020 00:00,01-09-2020 00:00,12.14,20.64,6.92,17.0,1.18,55.44
01-09-2020 00:00,02-09-2020 00:00,12.48,21.21,7.11,17.47,1.25,51.63
02-09-2020 00:00,03-09-2020 00:00,26.7,45.39,15.22,37.36,1.25,45.7
03-09-2020 00:00,04-09-2020 00:00,31.48,53.51,17.94,44.07,1.17,41.62
04-09-2020 00:00,05-09-2020 00:00,30.41,51.7,17.34,42.58,1.19,42.43
05-09-2020 00:00,06-09-2020 00:00,23.79,40.51,14.78,36.28,1.15,40.51
06-09-2020 00:00,07-09-2020 00:00,20.47,34.91,13.73,33.71,1.15,43.09
07-09-2020 00:00,08-09-2020 00:00,14.95,25.51,10.03,24.63,1.16,46.65
08-09-2020 00:00,09-09-2020 00:00,15.41,26.29,10.07,25.38,1.08,47.49
09-09-2020 00:00,10-09-2020 00:00,19.95,34.03,12.91,32.85,1.06,49.74
10-09-2020 00:00,11-09-2020 00:00,17.27,29.46,11.18,28.29,1.06,49.72
11-09-2020 00:00,12-09-2020 00:00,17.64,30.09,11.41,21.96,1.0,45.99
12-09-2020 00:00,13-09-2020 00:00,10.42,17.77,6.74,17.15,0.87,54.35
13-09-2020 00:00,14-09-2020 00:00,14.28,24.37,9.24,23.53,0.89,51.52
14-09-2020 00:00,15-09-2020 00:00,9.13,15.58,5.91,15.04,0.89,50.45
15-09-2020 00:00,16-09-2020 00:00,10.95,18.67,7.08,18.03,0.92,57.29
16-09-2020 00:00,17-09-2020 00:00,11.37,19.4,7.36,18.73,0.94,54.82
17-09-2020 00:00,18-09-2020 00:00,10.98,18.74,7.11,18.09,0.99,55.51
18-09-2020 00:00,19-09-2020 00:00,14.13,24.11,9.14,23.28,1.01,53.38
19-09-2020 00:00,20-09-2020 00:00,15.27,26.04,9.88,25.15,1.11,54.04
20-09-2020 00:00,21-09-2020 00:00,20.02,34.15,12.95,32.84,1.14,42.59
21-09-2020 00:00,22-09-2020 00:00,14.6,24.91,9.45,24.05,1.12,55.73
22-09-2020 00:00,23-09-2020 00:00,13.24,22.58,8.57,21.8,1.13,51.98
23-09-2020 00:00,24-09-2020 00:00,11.86,20.23,7.67,19.53,1.14,57.06
24-09-2020 00:00,25-09-2020 00:00,7.38,12.59,4.77,12.15,1.05,55.76
25-09-2020 00:00,26-09-2020 00:00,14.27,24.35,9.24,8.75,0.97,57.39
26-09-2020 00:00,27-09-2020 00:00,,,,,,
27-09-2020 00:00,28-09-2020 00:00,,,,,,
28-09-2020 00:00,29-09-2020 00:00,,,,,,
29-09-2020 00:00,30-09-2020 00:00,,,,,,
30-09-2020 00:00,01-10-2020 00:00,,,,,,
01-10-2020 00:00,02-10-2020 00:00,,,,,,
02-10-2020 00:00,03-10-2020 00:00,,,,,,
03-10-2020 00:00,04-10-2020 00:00,,,,,,
04-10-2020 00:00,05-10-2020 00:00,,,,,,
05-10-2020 00:00,06-10-2020 00:00,,,,,,
06-10-2020 00:00,07-10-2020 00:00,,,,,,
07-10-2020 00:00,08-10-2020 00:00,,,,,,
08-10-2020 00:00,09-10-2020 00:00,,,,,,
09-10-2020 00:00,10-10-2020 00:00,,,,,,
10-10-2020 00:00,11-10-2020 00:00,,,,,,
11-10-2020 00:00,12-10-2020 00:00,,,,,,
12-10-2020 00:00,13-10-2020 00:00,,,,,,
13-10-2020 00:00,14-10-2020 00:00,,,,,,
14-10-2020 00:00,15-10-2020 00:00,,,,,,
15-10-2020 00:00,16-10-2020 00:00,,,,,,
16-10-2020 00:00,17-10-2020 00:00,,,,,,
17-10-2020 00:00,18-10-2020 00:00,,,,,,
18-10-2020 00:00,19-10-2020 00:00,,,,,,
19-10-2020 00:00,20-10-2020 00:00,,,,,,
20-10-2020 00:00,21-10-2020 00:00,18.35,25.02,10.01,6.67,1.07,32.58
21-10-2020 00:00,22-10-2020 00:00,17.56,23.94,9.58,6.38,1.07,23.62
22-10-2020 00:00,23-10-2020 00:00,20.82,28.43,11.34,7.56,1.04,27.31
23-10-2020 00:00,24-10-2020 00:00,22.87,31.1,12.47,8.32,0.99,25.83
24-10-2020 00:00,25-10-2020 00:00,28.54,38.92,15.57,10.38,0.97,27.64
25-10-2020 00:00,26-10-2020 00:00,29.65,40.43,16.17,10.78,0.98,23.82
26-10-2020 00:00,27-10-2020 00:00,61.77,86.16,33.69,22.46,1.01,28.12
27-10-2020 00:00,28-10-2020 00:00,44.29,60.4,24.16,16.11,1.01,23.86
28-10-2020 00:00,29-10-2020 00:00,49.14,66.83,27.02,17.67,1.01,29.76
29-10-2020 00:00,30-10-2020 00:00,37.4,58.95,23.47,12.06,1.03,34.85
30-10-2020 00:00,31-10-2020 00:00,51.06,69.41,28.02,18.68,0.89,28.85
31-10-2020 00:00,01-11-2020 00:00,38.08,55.66,20.63,13.85,0.93,25.74
01-11-2020 00:00,02-11-2020 00:00,47.23,64.74,25.76,17.17,0.98,26.37
02-11-2020 00:00,03-11-2020 00:00,64.69,90.13,35.23,24.72,0.96,26.58
03-11-2020 00:00,04-11-2020 00:00,50.29,71.22,26.48,20.65,1.01,25.85
04-11-2020 00:00,05-11-2020 00:00,40.55,50.69,20.22,15.17,1.11,22.95
05-11-2020 00:00,06-11-2020 00:00,38.17,47.71,19.04,14.31,1.13,24.81
06-11-2020 00:00,07-11-2020 00:00,39.26,49.02,19.78,14.78,1.08,24.1
07-11-2020 00:00,08-11-2020 00:00,43.52,56.0,22.4,16.8,1.1,24.06
08-11-2020 00:00,09-11-2020 00:00,41.01,54.68,21.86,16.39,1.05,24.82
09-11-2020 00:00,10-11-2020 00:00,36.97,49.29,20.0,14.84,1.03,23.97
10-11-2020 00:00,11-11-2020 00:00,42.65,57.36,22.9,17.21,1.08,21.76
11-11-2020 00:00,12-11-2020 00:00,42.47,56.68,22.65,16.99,1.09,22.2
12-11-2020 00:00,13-11-2020 00:00,,,,,,
13-11-2020 00:00,14-11-2020 00:00,,,,,,
14-11-2020 00:00,15-11-2020 00:00,,,,,,
15-11-2020 00:00,16-11-2020 00:00,,,,,,
16-11-2020 00:00,17-11-2020 00:00,,,,,,
17-11-2020 00:00,18-11-2020 00:00,,,,,,
18-11-2020 00:00,19-11-2020 00:00,,,,,,
19-11-2020 00:00,20-11-2020 00:00,,,,,,
20-11-2020 00:00,21-11-2020 00:00,,,,,,
21-11-2020 00:00,22-11-2020 00:00,,,,,,
22-11-2020 00:00,23-11-2020 00:00,,,,,,
